term	gobpid	organism	query_lists_id	direction	p.adjusted	oddsratio	x_labels	Odds_Ratio_Score
organic acid metabolic process	GO:0006082	S. cerevisiae	AMB only	Up	2.25470881803226e-14	2.45978821868382	S. cerevisiae AMB only	2.45978821868382
organic acid metabolic process	GO:0006082	S. cerevisiae	AMB + LF	Up	1.55792627655879e-24	3.35754921961819	S. cerevisiae AMB + LF	3.35754921961819
organic acid transmembrane transport	GO:1903825	S. cerevisiae	AMB only	Up	4.25091059437354e-06	4.07104497088938	S. cerevisiae AMB only	4.07104497088938
organic acid transmembrane transport	GO:1903825	S. cerevisiae	AMB + LF	Up	3.59518398479045e-10	6.26726519337017	S. cerevisiae AMB + LF	6.26726519337017
organic acid transport	GO:0015849	C. neoformans	AMB only	Up	0.00298215112803702	2.37948158914729	C. neoformans AMB only	2.37948158914729
organic acid transport	GO:0015849	S. cerevisiae	AMB only	Up	1.68863793720568e-07	3.6649090850989	S. cerevisiae AMB only	3.6649090850989
organic acid transport	GO:0015849	S. cerevisiae	AMB + LF	Up	2.07519923523609e-09	4.39036554597195	S. cerevisiae AMB + LF	4.39036554597195
organic anion transport	GO:0015711	C. neoformans	AMB only	Up	0.00554512014589589	1.97046168302876	C. neoformans AMB only	1.97046168302876
organic anion transport	GO:0015711	S. cerevisiae	AMB only	Up	2.46776386634149e-06	2.55155834468444	S. cerevisiae AMB only	2.55155834468444
organic anion transport	GO:0015711	S. cerevisiae	AMB + LF	Up	0.000234988080777275	2.26780050311714	S. cerevisiae AMB + LF	2.26780050311714
organic cation transport	GO:0015695	S. cerevisiae	AMB only	Up	0.00970894203427494	7.04535564853556	S. cerevisiae AMB only	7.04535564853556
organic cyclic compound biosynthetic process	GO:1901362	C. neoformans	AMB + LF	Down	0.0363244988395453	1.5552517802645	C. neoformans AMB + LF	-1.5552517802645
organic cyclic compound biosynthetic process	GO:1901362	S. cerevisiae	AMB only	Down	1.21918419514087e-05	1.45628999747631	S. cerevisiae AMB only	-1.45628999747631
organic cyclic compound catabolic process	GO:1901361	S. cerevisiae	AMB only	Down	0.00147116564293519	1.75082600542367	S. cerevisiae AMB only	-1.75082600542367
organic cyclic compound metabolic process	GO:1901360	S. cerevisiae	AMB only	Down	1.15822697899564e-28	2.06685678073511	S. cerevisiae AMB only	-2.06685678073511
organic hydroxy compound metabolic process	GO:1901615	C. neoformans	AMB + LF	Down	0.0346667578629764	2.15301902398677	C. neoformans AMB + LF	-2.15301902398677
organic substance biosynthetic process	GO:1901576	S. cerevisiae	AMB + LF	Up	1.17158625427724e-10	1.65324210404758	S. cerevisiae AMB + LF	1.65324210404758
organic substance catabolic process	GO:1901575	C. neoformans	AMB only	Up	4.36023449033022e-05	1.6569866308402	C. neoformans AMB only	1.6569866308402
organic substance catabolic process	GO:1901575	C. neoformans	AMB + LF	Up	7.40375895186755e-06	1.68520964014526	C. neoformans AMB + LF	1.68520964014526
organic substance catabolic process	GO:1901575	S. cerevisiae	AMB + LF	Down	8.10539992107267e-08	1.76071147907512	S. cerevisiae AMB + LF	-1.76071147907512
organic substance metabolic process	GO:0071704	S. cerevisiae	AMB only	Down	2.59537776898874e-09	1.52267051837586	S. cerevisiae AMB only	-1.52267051837586
organic substance transport	GO:0071702	S. cerevisiae	AMB only	Up	0.00875360355221866	1.32999946829797	S. cerevisiae AMB only	1.32999946829797
organic substance transport	GO:0071702	S. cerevisiae	AMB + LF	Down	0.0454249646366153	1.27979005524862	S. cerevisiae AMB + LF	-1.27979005524862
organonitrogen compound biosynthetic process	GO:1901566	S. cerevisiae	AMB + LF	Up	5.42668613345843e-21	2.20998825831703	S. cerevisiae AMB + LF	2.20998825831703
organonitrogen compound catabolic process	GO:1901565	C. neoformans	AMB only	Up	0.0324949270515817	1.46044627846554	C. neoformans AMB only	1.46044627846554
organonitrogen compound catabolic process	GO:1901565	C. neoformans	AMB + LF	Up	0.00541866264137748	1.5851525295865	C. neoformans AMB + LF	1.5851525295865
organonitrogen compound catabolic process	GO:1901565	S. cerevisiae	AMB only	Up	0.0334067058572258	1.41334777688346	S. cerevisiae AMB only	1.41334777688346
organonitrogen compound catabolic process	GO:1901565	S. cerevisiae	AMB + LF	Down	8.47728179698025e-10	2.25391461079193	S. cerevisiae AMB + LF	-2.25391461079193
organonitrogen compound metabolic process	GO:1901564	S. cerevisiae	AMB + LF	Up	6.45511004940145e-07	1.48783963071416	S. cerevisiae AMB + LF	1.48783963071416
organophosphate biosynthetic process	GO:0090407	S. cerevisiae	AMB only	Down	0.000538008648144396	1.73714364848557	S. cerevisiae AMB only	-1.73714364848557
organophosphate catabolic process	GO:0046434	C. neoformans	AMB only	Up	0.000259730486741083	3.64528649167734	C. neoformans AMB only	3.64528649167734
organophosphate catabolic process	GO:0046434	C. neoformans	AMB + LF	Up	0.000896999366071559	3.28689694547531	C. neoformans AMB + LF	3.28689694547531
organophosphate catabolic process	GO:0046434	S. cerevisiae	AMB + LF	Down	0.0386490791747384	2.38723520818115	S. cerevisiae AMB + LF	-2.38723520818115
organophosphate metabolic process	GO:0019637	C. neoformans	AMB only	Up	0.0136594400926631	1.50452107494875	C. neoformans AMB only	1.50452107494875
organophosphate metabolic process	GO:0019637	C. neoformans	AMB + LF	Up	0.0256208086364619	1.4513847105228	C. neoformans AMB + LF	1.4513847105228
organophosphate metabolic process	GO:0019637	S. cerevisiae	AMB only	Up	0.0032156853554882	1.52657831678811	S. cerevisiae AMB only	1.52657831678811
organophosphate metabolic process	GO:0019637	S. cerevisiae	AMB + LF	Down	0.036643882897751	1.40992615854694	S. cerevisiae AMB + LF	-1.40992615854694
ornithine biosynthetic process	GO:0006592	S. cerevisiae	AMB only	Up	0.0136339711016929	Inf	S. cerevisiae AMB only	Inf
ornithine biosynthetic process	GO:0006592	S. cerevisiae	AMB + LF	Up	0.00652354321592164	Inf	S. cerevisiae AMB + LF	Inf
ornithine metabolic process	GO:0006591	S. cerevisiae	AMB only	Up	0.00335276156846002	15.4076086956522	S. cerevisiae AMB only	15.4076086956522
ornithine metabolic process	GO:0006591	S. cerevisiae	AMB + LF	Up	0.000757458017585322	20.7894736842105	S. cerevisiae AMB + LF	20.7894736842105
outer mitochondrial membrane organization	GO:0007008	S. cerevisiae	AMB + LF	Down	0.0267338850984564	5.86399108138239	S. cerevisiae AMB + LF	-5.86399108138239
oxidation-reduction process	GO:0055114	C. neoformans	AMB only	Up	6.6776848913898e-19	2.73799741022959	C. neoformans AMB only	2.73799741022959
oxidation-reduction process	GO:0055114	C. neoformans	AMB + LF	Up	2.51583825732959e-19	2.66380434782609	C. neoformans AMB + LF	2.66380434782609
oxidation-reduction process	GO:0055114	S. cerevisiae	AMB only	Up	9.64287719110197e-09	2.06348166759946	S. cerevisiae AMB only	2.06348166759946
oxidation-reduction process	GO:0055114	S. cerevisiae	AMB + LF	Down	0.0020655751777464	1.58418603637473	S. cerevisiae AMB + LF	-1.58418603637473
oxidation-reduction process	GO:0055114	S. cerevisiae	AMB + LF	Up	0.0463425380680511	1.40823499555894	S. cerevisiae AMB + LF	1.40823499555894
oxidoreduction coenzyme metabolic process	GO:0006733	C. neoformans	AMB only	Up	3.94181845322813e-08	4.12879581151832	C. neoformans AMB only	4.12879581151832
oxidoreduction coenzyme metabolic process	GO:0006733	C. neoformans	AMB + LF	Up	1.11826709158249e-07	3.95109989181392	C. neoformans AMB + LF	3.95109989181392
oxidoreduction coenzyme metabolic process	GO:0006733	S. cerevisiae	AMB only	Up	0.0288870744977252	1.90847791050436	S. cerevisiae AMB only	1.90847791050436
oxidoreduction coenzyme metabolic process	GO:0006733	S. cerevisiae	AMB + LF	Down	0.00876015083113093	2.18875263223089	S. cerevisiae AMB + LF	-2.18875263223089
oxoacid metabolic process	GO:0043436	C. neoformans	AMB only	Up	6.37575446065076e-14	2.61660978384528	C. neoformans AMB only	2.61660978384528
oxoacid metabolic process	GO:0043436	C. neoformans	AMB + LF	Up	8.18731419813364e-09	2.13197390590573	C. neoformans AMB + LF	2.13197390590573
oxoacid metabolic process	GO:0043436	S. cerevisiae	AMB only	Up	1.83291107618804e-14	2.47702243908601	S. cerevisiae AMB only	2.47702243908601
oxoacid metabolic process	GO:0043436	S. cerevisiae	AMB + LF	Up	1.08951331535456e-24	3.38078781959783	S. cerevisiae AMB + LF	3.38078781959783
pentose-phosphate shunt	GO:0006098	C. neoformans	AMB only	Up	0.0222988757959759	5.83626097867001	C. neoformans AMB only	5.83626097867001
pentose-phosphate shunt	GO:0006098	C. neoformans	AMB + LF	Up	0.0150684975207076	6.72	C. neoformans AMB + LF	6.72
peptide biosynthetic process	GO:0043043	S. cerevisiae	AMB + LF	Up	6.36190165168713e-10	1.93857707509881	S. cerevisiae AMB + LF	1.93857707509881
peptide metabolic process	GO:0006518	S. cerevisiae	AMB + LF	Up	6.36190165168713e-10	1.91852547347764	S. cerevisiae AMB + LF	1.91852547347764
peptide transport	GO:0015833	S. cerevisiae	AMB + LF	Down	0.00215553543777194	1.47696850393701	S. cerevisiae AMB + LF	-1.47696850393701
peptidyl-lysine methylation	GO:0018022	S. cerevisiae	AMB only	Down	0.0161731105213214	2.95686104487318	S. cerevisiae AMB only	-2.95686104487318
peptidyl-lysine monomethylation	GO:0018026	S. cerevisiae	AMB only	Down	0.0440686540030666	9.65763732129421	S. cerevisiae AMB only	-9.65763732129421
phenylalanine transport	GO:0015823	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
phenylalanine transport	GO:0015823	S. cerevisiae	AMB + LF	Up	0.0315087936376821	Inf	S. cerevisiae AMB + LF	Inf
phosphate ion transmembrane transport	GO:0035435	S. cerevisiae	AMB + LF	Up	0.0261518011005593	9.87674169346195	S. cerevisiae AMB + LF	9.87674169346195
phosphate ion transport	GO:0006817	S. cerevisiae	AMB + LF	Up	0.00207002387415025	9.50881720430108	S. cerevisiae AMB + LF	9.50881720430108
phosphate-containing compound metabolic process	GO:0006796	S. cerevisiae	AMB only	Up	8.82403655282961e-07	1.65742411646627	S. cerevisiae AMB only	1.65742411646627
phosphatidylinositol metabolic process	GO:0046488	S. cerevisiae	AMB + LF	Down	0.0215721824452032	2.30509612666101	S. cerevisiae AMB + LF	-2.30509612666101
phospholipid biosynthetic process	GO:0008654	S. cerevisiae	AMB + LF	Down	0.00719996857108615	2.13660290009904	S. cerevisiae AMB + LF	-2.13660290009904
phospholipid metabolic process	GO:0006644	S. cerevisiae	AMB + LF	Down	0.00697893972086903	1.92836435050968	S. cerevisiae AMB + LF	-1.92836435050968
phosphorus metabolic process	GO:0006793	S. cerevisiae	AMB only	Up	6.92794678067215e-07	1.65808432228194	S. cerevisiae AMB only	1.65808432228194
phosphorylation	GO:0016310	S. cerevisiae	AMB only	Up	0.00534659580919195	1.53354179387077	S. cerevisiae AMB only	1.53354179387077
phytochelatin 2 import into vacuole	GO:0036246	C. neoformans	AMB only	Up	0.0354814603210166	8.32290362953692	C. neoformans AMB only	8.32290362953692
phytochelatin import into vacuole	GO:0071995	C. neoformans	AMB only	Up	0.0354814603210166	8.32290362953692	C. neoformans AMB only	8.32290362953692
phytochelatin transmembrane transport	GO:0071994	C. neoformans	AMB only	Up	0.0354814603210166	8.32290362953692	C. neoformans AMB only	8.32290362953692
phytochelatin transport	GO:0071993	C. neoformans	AMB only	Up	0.0354814603210166	8.32290362953692	C. neoformans AMB only	8.32290362953692
phytosteroid biosynthetic process	GO:0016129	C. neoformans	AMB + LF	Down	0.0181247825536919	5.73869346733668	C. neoformans AMB + LF	-5.73869346733668
phytosteroid biosynthetic process	GO:0016129	S. cerevisiae	AMB only	Down	0.000508777155593611	4.72252955852045	S. cerevisiae AMB only	-4.72252955852045
phytosteroid biosynthetic process	GO:0016129	S. cerevisiae	AMB + LF	Down	0.00521023221537272	4.13950798990748	S. cerevisiae AMB + LF	-4.13950798990748
phytosteroid metabolic process	GO:0016128	C. neoformans	AMB + LF	Down	0.0291582807396001	4.91457286432161	C. neoformans AMB + LF	-4.91457286432161
phytosteroid metabolic process	GO:0016128	S. cerevisiae	AMB only	Down	0.000536676576943802	4.37689969604863	S. cerevisiae AMB only	-4.37689969604863
phytosteroid metabolic process	GO:0016128	S. cerevisiae	AMB + LF	Down	0.00166175061573638	4.42207245155855	S. cerevisiae AMB + LF	-4.42207245155855
plasma membrane organization	GO:0007009	S. cerevisiae	AMB only	Up	0.0208012317882428	8.7953216374269	S. cerevisiae AMB only	8.7953216374269
poly(A)+ mRNA export from nucleus	GO:0016973	S. cerevisiae	AMB only	Down	0.0161731105213214	2.95686104487318	S. cerevisiae AMB only	-2.95686104487318
polyadenylation-dependent mRNA catabolic process	GO:0071047	S. cerevisiae	AMB only	Down	0.000344691495897758	10.6674225245654	S. cerevisiae AMB only	-10.6674225245654
polyadenylation-dependent ncRNA catabolic process	GO:0043634	S. cerevisiae	AMB only	Down	6.34448125849423e-05	9.06818181818182	S. cerevisiae AMB only	-9.06818181818182
polyadenylation-dependent RNA catabolic process	GO:0043633	S. cerevisiae	AMB only	Down	4.74401326915608e-05	8.33261128560598	S. cerevisiae AMB only	-8.33261128560598
polyadenylation-dependent snoRNA 3'-end processing	GO:0071051	S. cerevisiae	AMB only	Down	0.000344691495897758	10.6674225245654	S. cerevisiae AMB only	-10.6674225245654
polyamine transmembrane transport	GO:1902047	S. cerevisiae	AMB only	Up	0.0379539363813732	6.59523809523809	S. cerevisiae AMB only	6.59523809523809
polyamine transport	GO:0015846	S. cerevisiae	AMB only	Up	0.0394396748438761	5.13196767001115	S. cerevisiae AMB only	5.13196767001115
polyol metabolic process	GO:0019751	C. neoformans	AMB only	Up	0.013932833229503	2.76074927245153	C. neoformans AMB only	2.76074927245153
polyphosphate metabolic process	GO:0006797	C. neoformans	AMB only	Up	0.0354814603210166	8.32290362953692	C. neoformans AMB only	8.32290362953692
polyphosphate metabolic process	GO:0006797	C. neoformans	AMB + LF	Up	0.0153420587370379	12.5824295010846	C. neoformans AMB + LF	12.5824295010846
polyphosphate metabolic process	GO:0006797	S. cerevisiae	AMB + LF	Up	0.00207002387415025	9.50881720430108	S. cerevisiae AMB + LF	9.50881720430108
polysaccharide biosynthetic process	GO:0000271	S. cerevisiae	AMB only	Up	0.0137711163123817	2.36799369333859	S. cerevisiae AMB only	2.36799369333859
polysaccharide catabolic process	GO:0000272	C. neoformans	AMB only	Up	0.0150633660861684	3.54367201426025	C. neoformans AMB only	3.54367201426025
polysaccharide metabolic process	GO:0005976	S. cerevisiae	AMB only	Up	0.0338117074295509	1.89879430032883	S. cerevisiae AMB only	1.89879430032883
positive regulation of actin filament depolymerization	GO:0030836	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
positive regulation of actin filament polymerization	GO:0030838	S. cerevisiae	AMB only	Up	0.0227181112901494	4.00518174197973	S. cerevisiae AMB only	4.00518174197973
positive regulation of ATP-dependent microtubule motor activity, plus-end-directed	GO:2000582	C. neoformans	AMB only	Down	0.0417894412848155	Inf	C. neoformans AMB only	-Inf
positive regulation of ATPase activity	GO:0032781	S. cerevisiae	AMB only	Down	0.0289447383717076	3.32094229522369	S. cerevisiae AMB only	-3.32094229522369
positive regulation of cellular amine metabolic process	GO:0033240	S. cerevisiae	AMB + LF	Up	0.0223978789574016	23.6873661670236	S. cerevisiae AMB + LF	23.6873661670236
positive regulation of cellular amino acid metabolic process	GO:0045764	S. cerevisiae	AMB + LF	Up	0.0223978789574016	23.6873661670236	S. cerevisiae AMB + LF	23.6873661670236
positive regulation of microtubule motor activity	GO:2000576	C. neoformans	AMB only	Down	0.0417894412848155	Inf	C. neoformans AMB only	-Inf
positive regulation of protein depolymerization	GO:1901881	S. cerevisiae	AMB only	Up	0.0488160755600507	Inf	S. cerevisiae AMB only	Inf
positive regulation of RNA metabolic process	GO:0051254	S. cerevisiae	AMB only	Up	0.0425022413325544	1.40972222222222	S. cerevisiae AMB only	1.40972222222222
positive regulation of transcription by pheromones	GO:0009371	S. cerevisiae	AMB only	Down	0.0440686540030666	9.65763732129421	S. cerevisiae AMB only	-9.65763732129421
positive regulation of transcription by RNA polymerase I	GO:0045943	S. cerevisiae	AMB only	Down	0.0206941709962723	3.87377173091459	S. cerevisiae AMB only	-3.87377173091459
positive regulation of transcription by RNA polymerase II	GO:0045944	S. cerevisiae	AMB only	Up	0.0233112694903656	1.49760213143872	S. cerevisiae AMB only	1.49760213143872
positive regulation of transcription from RNA polymerase II promoter by a nonfermentable carbon source	GO:0061414	S. cerevisiae	AMB only	Up	0.0357252176133811	3.96256281407035	S. cerevisiae AMB only	3.96256281407035
positive regulation of transcription from RNA polymerase II promoter by pheromones	GO:0007329	S. cerevisiae	AMB only	Down	0.0440686540030666	9.65763732129421	S. cerevisiae AMB only	-9.65763732129421
positive regulation of transcription from RNA polymerase II promoter in response to osmotic stress	GO:0061393	S. cerevisiae	AMB only	Up	0.0208012317882428	8.7953216374269	S. cerevisiae AMB only	8.7953216374269
positive regulation of transcription from RNA polymerase II promoter in response to stress	GO:0036003	S. cerevisiae	AMB only	Up	0.0251126424742899	2.94140734510793	S. cerevisiae AMB only	2.94140734510793
posttranslational protein targeting to endoplasmic reticulum membrane	GO:0006620	S. cerevisiae	AMB + LF	Down	0.0128233370321027	5.50460636515913	S. cerevisiae AMB + LF	-5.50460636515913
posttranslational protein targeting to membrane, translocation	GO:0031204	S. cerevisiae	AMB + LF	Down	0.013482650272176	10.2592592592593	S. cerevisiae AMB + LF	-10.2592592592593
pre-replicative complex assembly	GO:0036388	S. cerevisiae	AMB only	Down	0.0301645694846377	3.87160120845921	S. cerevisiae AMB only	-3.87160120845921
